link,penilaian,price,spek,seller_name,seller_rate,star_rating,cunt_rating,sales,category,Merk,Stock,Supplier_Place,total_penilaian,total_product,percentage_reply_m,reply_time_parameter,registered_date,follower
https://shopee.co.id/Budliya-Pashmina-Leeya-Ceruty-Babydoll-Premium-Earth-Pallette-i.52863044.5560064926,"['4.9', '83', '203']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'BahanCeruty', 'Stok580', 'Dikirim DariKOTA SURABAYA - TANDES, JAWA TIMUR, ID']",budliya,"['236', '29', '87%', 'hitungan jam', '3 tahun lalu', '868']",4.9,83,203,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,BahanCeruty,236,29,87%,hitungan jam,3 tahun lalu,868
https://shopee.co.id/Pashmina-Ceruti-Baby-Doll-Premium-i.30859898.1265503190,"['4.9', '1,2RB', '2,9RB']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleCasual', 'BahanChiffon', 'Stok724', 'Dikirim DariKOTA SURABAYA - WONOCOLO, JAWA TIMUR, ID']",adelianura,"['3,2RB', '30', '90%', 'hitungan jam', '4 tahun lalu', '3,5RB']",4.9,"1,2RB","2,9RB",KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleCasual,"3,2RB",30,90%,hitungan jam,4 tahun lalu,"3,5RB"
https://shopee.co.id/HIJAB-PASHMINA-CERUTY-BABYDOLL-jilbab-pashmina-shawl-premium-anti-kusut-murah-nyaman-part-2-i.5728346.5045746769,"['5.0', '8', '11']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleCasual', 'BahanCeruty', 'Stok49', 'Dikirim DariKOTA SURABAYA - TAMBAKSARI, JAWA TIMUR, ID']",nourascarves,"['137', '18', '89%', 'hitungan jam', '5 tahun lalu', '139']",5.0,8,11,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleCasual,137,18,89%,hitungan jam,5 tahun lalu,139
https://shopee.co.id/Pashmina-Al-Bilal-Pad-Instant-i.323952086.9802797268,"['4.5', '2', '12']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleInstant', 'BahanCeruty BabyDoll', 'Stok8', 'Dikirim DariKOTA SURABAYA - KARANGPILANG, JAWA TIMUR, ID']",rachmashop18,"['508', '51', '88%', 'hitungan jam', '8 bulan lalu', '419']",4.5,2,12,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleInstant,508,51,88%,hitungan jam,8 bulan lalu,419
https://shopee.co.id/PASHMINA-CERUTY-BABYDOLL-PART-II-i.2781623.4430861766,"['4.9', '10,8RB', '10RB+']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleCasual', 'BahanCeruty', 'Stok104487', 'Dikirim DariKOTA SURABAYA - BULAK, JAWA TIMUR, ID']",gladystore.id,"['69,3RB', '168', '62%', 'hitungan jam', '5 tahun lalu', '52,2RB']",4.9,"10,8RB",10RB+,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleCasual,"69,3RB",168,62%,hitungan jam,5 tahun lalu,"52,2RB"
https://shopee.co.id/PASHMINA-DIAMOND-180cm-PART-I-i.2781623.1197379625,"['4.8', '2,8RB', '10RB+']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleCasual', 'Bahandiamond italiano premium', 'Stok Diskon3104', 'Stok Lain19071', 'Dikirim DariKOTA SURABAYA - BULAK, JAWA TIMUR, ID']",gladystore.id,"['69,3RB', '168', '62%', 'hitungan jam', '5 tahun lalu', '52,2RB']",4.8,"2,8RB",10RB+,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleCasual,"69,3RB",168,62%,hitungan jam,5 tahun lalu,"52,2RB"
https://shopee.co.id/Pasmina-Diamond-Best-Seller-i.45029752.5055653230,"['4.7', '7,7RB', '10RB+']",Rp15.099,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleSyari', 'BahanWolfis', 'Stok2740', 'Dikirim DariKOTA SURABAYA - SAMBIKEREP, JAWA TIMUR, ID']",kus_14,"['282,3RB', '234', '39%', 'hitungan jam', '4 tahun lalu', '75,7RB']",4.7,"7,7RB",10RB+,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleSyari,"282,3RB",234,39%,hitungan jam,4 tahun lalu,"75,7RB"
https://shopee.co.id/PASHMINA-PLISKET-FULL-PASHMINA-PLEATS-i.2781623.3021535777,"['4.8', '2,1RB', '10RB+']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'BahanCeruty', 'Stok1113', 'Dikirim DariKOTA SURABAYA - BULAK, JAWA TIMUR, ID']",gladystore.id,"['69,3RB', '168', '62%', 'hitungan jam', '5 tahun lalu', '52,2RB']",4.8,"2,1RB",10RB+,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,BahanCeruty,Stok1113,"69,3RB",168,62%,hitungan jam,5 tahun lalu,"52,2RB"
https://shopee.co.id/Hijab-Bella-Pashmina-Murah-(Victoria)-i.10740059.3004406427,"['4.8', '116', '304']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'BahanDouble hycount', 'Stok999715', 'Dikirim DariKOTA SURABAYA - MULYOREJO, JAWA TIMUR, ID']",victoriahouse,"['105,9RB', '633', '75%', 'hitungan jam', '5 tahun lalu', '79,5RB']",4.8,116,304,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,BahanDouble hycount,Stok999715,"105,9RB",633,75%,hitungan jam,5 tahun lalu,"79,5RB"
https://shopee.co.id/Pashmina-Crinkle-ori-Turkey-Pashmina-Kusut-Rawis-i.10824366.2627626856,"['4.8', '6,9RB', '10RB+']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleCasual', 'Bahancotton premium', 'Stok705', 'Dikirim DariKOTA SURABAYA - KREMBANGAN, JAWA TIMUR, ID']",musimah_hijab,"['71,4RB', '559', '79%', 'hitungan jam', '5 tahun lalu', '50,3RB']",4.8,"6,9RB",10RB+,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleCasual,"71,4RB",559,79%,hitungan jam,5 tahun lalu,"50,3RB"
https://shopee.co.id/TERMURAH-PASMINA-CERUTY-BABYDOL-PREMIUM-i.156492273.2330542186,"['4.7', '3,7RB', '10RB+']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleCasual', 'BahanChiffon', 'Stok92482', 'Dikirim DariKOTA SURABAYA - KENJERAN, JAWA TIMUR, ID']",shifasurabaya1808,"['60,2RB', '70', '54%', 'hitungan jam', '24 bulan lalu', '78,1RB']",4.7,"3,7RB",10RB+,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleCasual,"60,2RB",70,54%,hitungan jam,24 bulan lalu,"78,1RB"
https://shopee.co.id/part-2-PASHMINA-PLISKET-FULL-PASHMINA-PLEATED-SHAWL-i.10824366.8114618315,"['4.7', '1,9RB', '6,5RB']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleCasual', 'BahanCeruty', 'Stok206', 'Dikirim DariKOTA SURABAYA - KREMBANGAN, JAWA TIMUR, ID']",musimah_hijab,"['71,4RB', '559', '79%', 'hitungan jam', '5 tahun lalu', '50,3RB']",4.7,"1,9RB","6,5RB",KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleCasual,"71,4RB",559,79%,hitungan jam,5 tahun lalu,"50,3RB"
https://shopee.co.id/PASMINA-DIAMOND-SWAL-PREMIUM-i.156492273.2365290272,"['4.7', '3,6RB', '10RB+']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleCasual', 'BahanCrepe', 'Stok19436', 'Dikirim DariKOTA SURABAYA - KENJERAN, JAWA TIMUR, ID']",shifasurabaya1808,"['60,2RB', '70', '54%', 'hitungan jam', '24 bulan lalu', '78,1RB']",4.7,"3,6RB",10RB+,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleCasual,"60,2RB",70,54%,hitungan jam,24 bulan lalu,"78,1RB"
https://shopee.co.id/Jilbab-Pashmina-Tali-Ceruty-Pearly-Lisy-Ori-Alsha-i.3942911.3990838304,"['5.0', '1', '6']",,"['KategoriShopeeFashion MuslimHijab', 'MerekAlsha Label', 'Asal ProdukLokal', 'StyleCasual', 'BahanCeruty', 'Stok56', 'Dikirim DariKOTA SURABAYA - SUKOMANUNGGAL, JAWA TIMUR, ID']",sendyayudianingtyas,"['191,2RB', '1,7RB', '90%', 'hitungan jam', '5 tahun lalu', '102,4RB']",5.0,1,6,KategoriShopeeFashion MuslimHijab,MerekAlsha Label,Asal ProdukLokal,StyleCasual,"191,2RB","1,7RB",90%,hitungan jam,5 tahun lalu,"102,4RB"
https://shopee.co.id/Pasmina-Ceruti-Termurah-Best-Selleer-i.45029752.6754676619,"['4.7', '5,9RB', '10RB+']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleSyari', 'BahanCeruty', 'Stok1986', 'Dikirim DariKOTA SURABAYA - SAMBIKEREP, JAWA TIMUR, ID']",kus_14,"['282,3RB', '234', '39%', 'hitungan jam', '4 tahun lalu', '75,7RB']",4.7,"5,9RB",10RB+,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleSyari,"282,3RB",234,39%,hitungan jam,4 tahun lalu,"75,7RB"
https://shopee.co.id/hijab-pashmina-full-plisket-standar-murah-i.4134805.9048452723,"['4.3', '8', '34']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleSyari', 'BahanCeruty', 'Stok500', 'Dikirim DariKOTA SURABAYA - MULYOREJO, JAWA TIMUR, ID']",queenerashop,"['5,8RB', '564', '53%', 'hitungan jam', '5 tahun lalu', '3,7RB']",4.3,8,34,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleSyari,"5,8RB",564,53%,hitungan jam,5 tahun lalu,"3,7RB"
https://shopee.co.id/PASHMINA-TALI-NUHYA-SHAWL-i.2781623.4620659147,"['4.9', '2,7RB', '10RB+']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleCasual', 'BahanCeruty', 'Stok71240', 'Dikirim DariKOTA SURABAYA - BULAK, JAWA TIMUR, ID']",gladystore.id,"['69,3RB', '168', '62%', 'hitungan jam', '5 tahun lalu', '52,2RB']",4.9,"2,7RB",10RB+,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleCasual,"69,3RB",168,62%,hitungan jam,5 tahun lalu,"52,2RB"
https://shopee.co.id/TERMURAH-PASHMINA-CRINKLE-ORIGINAL-TURKEY-(1KG-MUAT-11PCS)-i.55583719.5300600703,"['4.8', '2,3RB', '7,1RB']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukImpor', 'StyleCasual', 'BahanKatun', 'Stok621', 'Dikirim DariKOTA SURABAYA - SEMAMPIR, JAWA TIMUR, ID']",greenday.veil,"['63,9RB', '259', '63%', 'hitungan jam', '3 tahun lalu', '44,8RB']",4.8,"2,3RB","7,1RB",KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukImpor,StyleCasual,"63,9RB",259,63%,hitungan jam,3 tahun lalu,"44,8RB"
https://shopee.co.id/Pasmina-Tali-Best-Seller-i.45029752.5178695978,"['4.8', '1,5RB', '4,3RB']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleSyari', 'BahanWolfis', 'Stok1290', 'Dikirim DariKOTA SURABAYA - SAMBIKEREP, JAWA TIMUR, ID']",kus_14,"['282,3RB', '234', '39%', 'hitungan jam', '4 tahun lalu', '75,7RB']",4.8,"1,5RB","4,3RB",KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleSyari,"282,3RB",234,39%,hitungan jam,4 tahun lalu,"75,7RB"
https://shopee.co.id/PASHMINA-INSTAN-SQUARE-i.156492273.4275599272,"['4.8', '441', '1,8RB']",,"['KategoriShopeeFashion MuslimHijabHijab Instant', 'MerekTidak Ada Merek', 'Stok12325', 'Dikirim DariKOTA SURABAYA - KENJERAN, JAWA TIMUR, ID']",shifasurabaya1808,"['60,2RB', '70', '54%', 'hitungan jam', '24 bulan lalu', '78,1RB']",4.8,441,"1,8RB",KategoriShopeeFashion MuslimHijabHijab Instant,MerekTidak Ada Merek,Stok12325,"Dikirim DariKOTA SURABAYA - KENJERAN, JAWA TIMUR, ID","60,2RB",70,54%,hitungan jam,24 bulan lalu,"78,1RB"
https://shopee.co.id/PASHMINA-CERUTY-BABYDOLL-PASHMINA-CERUTY-PREMIUM-i.9192938.4643432267,"['4.9', '661', '1,9RB']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'BahanCeruty', 'Stok36', 'Dikirim DariKOTA SURABAYA - GUBENG, JAWA TIMUR, ID']",mynewscarf,"['958', '9', '89%', 'hitungan jam', '5 tahun lalu', '797']",4.9,661,"1,9RB",KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,BahanCeruty,958,9,89%,hitungan jam,5 tahun lalu,797
https://shopee.co.id/PASMINA-TALI-INSTAN-CERUTY-JAHIT-TEPI-i.156492273.3516699007,"['4.7', '1,8RB', '5,4RB']",Rp5.000 - Rp19.750,"['KategoriShopeeFashion MuslimHijabHijab Instant', 'MerekTidak Ada Merek', 'Stok7561', 'Dikirim DariKOTA SURABAYA - KENJERAN, JAWA TIMUR, ID']",shifasurabaya1808,"['60,2RB', '70', '54%', 'hitungan jam', '24 bulan lalu', '78,1RB']",4.7,"1,8RB","5,4RB",KategoriShopeeFashion MuslimHijabHijab Instant,MerekTidak Ada Merek,Stok7561,"Dikirim DariKOTA SURABAYA - KENJERAN, JAWA TIMUR, ID","60,2RB",70,54%,hitungan jam,24 bulan lalu,"78,1RB"
https://shopee.co.id/PASHMINA-CERUTTY-TALI-PAYUNG-PASHMINA-TALI-JUNTAI-i.10824366.5279298893,"['4.9', '329', '1,8RB']",Rp26.000,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleCasual', 'BahanCeruty', 'Stok1472', 'Dikirim DariKOTA SURABAYA - KREMBANGAN, JAWA TIMUR, ID']",musimah_hijab,"['71,4RB', '559', '79%', 'hitungan jam', '5 tahun lalu', '50,3RB']",4.9,329,"1,8RB",KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleCasual,"71,4RB",559,79%,hitungan jam,5 tahun lalu,"50,3RB"
https://shopee.co.id/PASHMINA-CERUTY-BABYDOLL-PART-I-i.2781623.2257662240,"['4.9', '16,4RB', '10RB+']",Rp17.999 - Rp22.999,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleCasual', 'BahanCeruty', 'Stok Diskon8120', 'Stok Lain69843', 'Dikirim DariKOTA SURABAYA - BULAK, JAWA TIMUR, ID']",gladystore.id,"['69,3RB', '168', '62%', 'hitungan jam', '5 tahun lalu', '52,2RB']",4.9,"16,4RB",10RB+,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleCasual,"69,3RB",168,62%,hitungan jam,5 tahun lalu,"52,2RB"
https://shopee.co.id/(BONUS-SCRUNCHIE)-Pashmina-Ceruty-Baby-Doll-Premium-i.291240591.6944476205,"['4.8', '506', '10RB+']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukImpor', 'BahanCeruty', 'Stok671', 'Dikirim DariKOTA SURABAYA - KREMBANGAN, JAWA TIMUR, ID']",shasminakuu,"['665', '8', '92%', 'hitungan jam', '10 bulan lalu', '2,3RB']",4.8,506,10RB+,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukImpor,BahanCeruty,665,8,92%,hitungan jam,10 bulan lalu,"2,3RB"
https://shopee.co.id/-PART-2-PASHMINA-MALAY-CERUTY-BABYDOLL-HIJAB-JILBAB-PASMINA-POLOS-SIMPLE-HEAVY-CHIFFON-i.55583719.3956424620,"['4.8', '1,8RB', '5,5RB']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleInstant', 'BahanCeruty', 'Stok3081', 'Dikirim DariKOTA SURABAYA - SEMAMPIR, JAWA TIMUR, ID']",greenday.veil,"['63,9RB', '259', '63%', 'hitungan jam', '3 tahun lalu', '44,8RB']",4.8,"1,8RB","5,5RB",KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleInstant,"63,9RB",259,63%,hitungan jam,3 tahun lalu,"44,8RB"
https://shopee.co.id/part-1-PASHMINA-PLISKET-FULL-PASHMINA-PLEATED-SHAWL-i.10824366.3577980276,"['4.7', '4,3RB', '10RB+']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleCasual', 'BahanCeruty', 'Stok2148', 'Dikirim DariKOTA SURABAYA - KREMBANGAN, JAWA TIMUR, ID']",musimah_hijab,"['71,4RB', '559', '79%', 'hitungan jam', '5 tahun lalu', '50,3RB']",4.7,"4,3RB",10RB+,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleCasual,"71,4RB",559,79%,hitungan jam,5 tahun lalu,"50,3RB"
https://shopee.co.id/Termurah-Part-2-pashmina-crinkle-Azara-95x190-Pashmina-Crinkle-Pashmina-Crinkle-Pashmina-i.69378570.2442003637,"['4.9', '4,2RB', '10RB+']",Rp10.500 - Rp14.900,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleCasual', 'BahanCrinkle', 'Stok621', 'Dikirim DariKOTA SURABAYA - LAKAR SANTRI, JAWA TIMUR, ID']",grosir_hijab_termurah,"['65,8RB', '435', '98%', 'hitungan jam', '3 tahun lalu', '84,6RB']",4.9,"4,2RB",10RB+,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleCasual,"65,8RB",435,98%,hitungan jam,3 tahun lalu,"84,6RB"
https://shopee.co.id/Pasmina-Plisket-New-Best-Seller-i.45029752.8915578856,"['4.7', '2,3RB', '8,2RB']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleInstant', 'BahanWolfis', 'Stok578', 'Dikirim DariKOTA SURABAYA - SAMBIKEREP, JAWA TIMUR, ID']",kus_14,"['282,3RB', '234', '39%', 'hitungan jam', '4 tahun lalu', '75,7RB']",4.7,"2,3RB","8,2RB",KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleInstant,"282,3RB",234,39%,hitungan jam,4 tahun lalu,"75,7RB"
https://shopee.co.id/Jilbab-Pashmina-Plisket-Prisket-Padi-Zig-Zag-Ori-Alfajril-i.3942911.5390101150,"['5.0', '36', '312']",Rp27.000,"['KategoriShopeePakaian MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleCasual', 'BahanCeruty', 'Stok285', 'Dikirim DariKOTA SURABAYA - SUKOMANUNGGAL, JAWA TIMUR, ID']",sendyayudianingtyas,"['191,2RB', '1,7RB', '90%', 'hitungan jam', '5 tahun lalu', '102,4RB']",5.0,36,312,KategoriShopeePakaian MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleCasual,"191,2RB","1,7RB",90%,hitungan jam,5 tahun lalu,"102,4RB"
https://shopee.co.id/Pashmina-Plisket-V-premium-Ratu-i.4232958.6090308192,"['5.0', '6', '15']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'BahanCeruty', 'Stok9', 'Dikirim DariKOTA SURABAYA - KARANGPILANG, JAWA TIMUR, ID']",chullwa_hijab,"['9,9RB', '1,7RB', '80%', 'hitungan jam', '5 tahun lalu', '22,1RB']",5.0,6,15,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,BahanCeruty,Stok9,"9,9RB","1,7RB",80%,hitungan jam,5 tahun lalu,"22,1RB"
https://shopee.co.id/HIJAB-PASMINA-(diamond)-i.135020199.4955653491,"['4.8', '49', '154']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleSyari', 'BahanWolfis', 'Stok176', 'Dikirim DariKOTA SURABAYA - SAMBIKEREP, JAWA TIMUR, ID']",rez.24,"['7,2RB', '32', '47%', 'hitungan jam', '26 bulan lalu', '2,7RB']",4.8,49,154,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleSyari,"7,2RB",32,47%,hitungan jam,26 bulan lalu,"2,7RB"
https://shopee.co.id/Part-1-Termurah-Pashmina-Crinkle-Azara-Pashmina-Crinkle-Crinkle-Azara-i.69378570.2462885208,"['4.9', '4,1RB', '10RB+']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleCasual', 'Bahancrinkle', 'Stok619', 'Dikirim DariKOTA SURABAYA - LAKAR SANTRI, JAWA TIMUR, ID']",grosir_hijab_termurah,"['65,8RB', '435', '98%', 'hitungan jam', '3 tahun lalu', '84,6RB']",4.9,"4,1RB",10RB+,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleCasual,"65,8RB",435,98%,hitungan jam,3 tahun lalu,"84,6RB"
https://shopee.co.id/PASHMINA-CERUTY-BABYDOLL-JAHIT-TEPI-PREMIUM-i.14524607.5541673112,"['4.8', '343', '929']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleCasual', 'BahanCeruty', 'Stok697', 'Dikirim DariKOTA SURABAYA - KREMBANGAN, JAWA TIMUR, ID']",tichazh,"['167RB', '176', '89%', 'hitungan jam', '4 tahun lalu', '66,3RB']",4.8,343,929,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleCasual,167RB,176,89%,hitungan jam,4 tahun lalu,"66,3RB"
https://shopee.co.id/PASHMINA-SQUARE-CERUTY-i.2781623.1925860274,"['4.9', '582', '4,6RB']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleCasual', 'BahanCeruty', 'Stok27294', 'Dikirim DariKOTA SURABAYA - BULAK, JAWA TIMUR, ID']",gladystore.id,"['69,3RB', '168', '62%', 'hitungan jam', '5 tahun lalu', '52,2RB']",4.9,582,"4,6RB",KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleCasual,"69,3RB",168,62%,hitungan jam,5 tahun lalu,"52,2RB"
https://shopee.co.id/Jilbab-Pashmina-Softpad-Ceruty-babydoll-Ori-Zain-i.3942911.6969029674,"['4.9', '149', '648']",,"['KategoriShopeeFashion MuslimHijab', 'MerekZain Collection', 'Asal ProdukLokal', 'StyleCasual', 'BahanCeruty', 'Stok105', 'Dikirim DariKOTA SURABAYA - SUKOMANUNGGAL, JAWA TIMUR, ID']",sendyayudianingtyas,"['191,2RB', '1,7RB', '90%', 'hitungan jam', '5 tahun lalu', '102,4RB']",4.9,149,648,KategoriShopeeFashion MuslimHijab,MerekZain Collection,Asal ProdukLokal,StyleCasual,"191,2RB","1,7RB",90%,hitungan jam,5 tahun lalu,"102,4RB"
https://shopee.co.id/TERMURAH-PASMINA-CRINKLE-ORI-TURKEY-i.156492273.2344756292,"['4.8', '10,6RB', '10RB+']",,"['KategoriShopeePakaian MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleCasual', 'BahanKatun', 'Stok13450', 'Dikirim DariKOTA SURABAYA - KENJERAN, JAWA TIMUR, ID']",shifasurabaya1808,"['60,2RB', '70', '54%', 'hitungan jam', '24 bulan lalu', '78,1RB']",4.8,"10,6RB",10RB+,KategoriShopeePakaian MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleCasual,"60,2RB",70,54%,hitungan jam,24 bulan lalu,"78,1RB"
https://shopee.co.id/PASHMINA-BASIC-PASHMINA-CERUTY-BABYDOLL-POLOS-i.81058140.7654715688,"['4.9', '693', '2,1RB']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleCasual', 'BahanCeruty Babydoll', 'Stok505', 'Dikirim DariKOTA SURABAYA - DUKUH PAKIS, JAWA TIMUR, ID']",hijabqa,"['9,7RB', '20', '39%', 'hitungan jam', '34 bulan lalu', '19,6RB']",4.9,693,"2,1RB",KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleCasual,"9,7RB",20,39%,hitungan jam,34 bulan lalu,"19,6RB"
https://shopee.co.id/Pasmina-Crocher-Diamond-New-i.45029752.9206435176,"['4.7', '339', '807']",Rp19.000 - Rp19.099,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleSyari', 'BahanCeruty', 'Stok93', 'Dikirim DariKOTA SURABAYA - SAMBIKEREP, JAWA TIMUR, ID']",kus_14,"['282,3RB', '234', '39%', 'hitungan jam', '4 tahun lalu', '75,7RB']",4.7,339,807,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleSyari,"282,3RB",234,39%,hitungan jam,4 tahun lalu,"75,7RB"
https://shopee.co.id/KARIN'S-Pashmina-Plisket-FULL-180x75cm-PREMIUM-QUALITY-i.208269486.11505460006,"['5.0', '3', '24']",,"['KategoriShopeePakaian MuslimHijab', 'MerekTidak Ada Merek', 'BahanCrepe', 'Stok13', 'Dikirim DariKOTA SURABAYA - TAMBAKSARI, JAWA TIMUR, ID']",kaprilia061,"['13', '13', '50%', 'hitungan jam', '18 bulan lalu', '29']",5.0,3,24,KategoriShopeePakaian MuslimHijab,MerekTidak Ada Merek,BahanCrepe,Stok13,13,13,50%,hitungan jam,18 bulan lalu,29
https://shopee.co.id/Jilbab-Pashmina-Instan-Ziper-Aquina-Ori-Vallery-i.3942911.9238221943,"['4.9', '79', '365']",,"['KategoriShopeeFashion MuslimHijab', 'MerekTidak Ada Merek', 'Asal ProdukLokal', 'StyleCasual', 'BahanCeruty', 'Stok27', 'Dikirim DariKOTA SURABAYA - SUKOMANUNGGAL, JAWA TIMUR, ID']",sendyayudianingtyas,"['191,2RB', '1,7RB', '90%', 'hitungan jam', '5 tahun lalu', '102,4RB']",4.9,79,365,KategoriShopeeFashion MuslimHijab,MerekTidak Ada Merek,Asal ProdukLokal,StyleCasual,"191,2RB","1,7RB",90%,hitungan jam,5 tahun lalu,"102,4RB"
