shopid,itemid,catid,modelid,name,variation name 0,variation 0,variation name 1,variation 1,price,stock,description,images
392698816,9441708089,18292,0,"(COD) LARISA_PASHMINA""TALI""ANAK_DIAMOND_4-12",Warna,CHOCO,,,,49,"b'Assalamualaikum pelanggan Larisa ismi.id yang terhormat kali ini kami akan mendeskripsikan produk ini\nHIJAB PASMINA TALI DIAMOND ANAK 4-12 THUN\nbahan:DIAMOND CREPE\n\n KELEBIHAN BAHAN DIAMOND \n\n* ringan\n*tidak panas\n*bertekstur halus\n*lembut khas kain crepe\n*tidak gampang kusut\n*flowy jatuh lembut\n\n  selain mengunakan kain berkualita proses produk nya juga sangat rapi\n\n #finishing:dijahit tepi bukan di neci bagian depan di jahit duble stick\n\nukuran,panjang x lebar 150cmx60cm  berat barang:90 gram(17pich perkilo)\n*terlaris\n*no ped\n*hasil jahitan rapi\n*bahan nyaman adem&ringan di pakai\n*berkualitas baik\n      CATATAN (PENTING) : \n1. Produk kami adalah jilbab replika dan merupakan produk rumahan (home industry) jadi kesamaan warna, Ukuran, Bahan Tidak Bisa 100%.\n2. Toko menyarankan untuk tidak pesan warna via chat untuk menghindari kesalahan pengiriman, Pilih warna sesuai variasi yang telah kami sediakan.\n3. Pengembalian produk (Return) berlaku jika produk cacat, salah kirim ( tidak sesuai pesan) \n4. Mohon Bijak dalam memberikan penilaian produk kami, jika produk cacat atau tidak sesuai pesanan silahkan chat terlebih dahulu, supaya cari solusi secara baik2 dan Maaf kan kami bintang 4 ke bawah anda kami blok...\n5.WARNA pada FOTO / GAMBAR di etalase kami. Toleransi Warna +- ( Plus Minus ) 85%\ndari Warna Asli Produk. Hal ini dikarena EFFECT CAMERA dan CAHAYA Pada saat\ndi lakukan Foto Product di STUDIO kami\n\n\n-Kerapian Jaitan Sangat Di Jaga\n-Barang Di Jahit Oleh Penjahit Profesional\n-Barang Sebelum Dikirim Kami Pastikan Sudah Di Cek Terlebih Dahulu\n*  CANTUMKAN  WARNA CADANGAN .. AGAR WARNA YG DI PESAN TIDAK DI KIRIM RANDOM,UNTUK MEMPERCEPAT PROSES PENGIRIMAN\n#hijab #hijabmurah #hijabmaryam #jilbabmaryam #hijabmaryammurah #jilbabmaryammurah #jilbabmurah #hijabtali #jilbabtalimaryam #jilababmaryamtali #bergomaryam #hijabmaryamanak #hijabanak\nDETAIL JAHITAN DI JAHIT PINGGIR YA BUNDA,BUKAN DI NECI JADI JILBAB TERLIHAT JATUH PAS D PAKAI:]\n\nTerimakasih :)'","(COD)_LARISA_PASHMINAinchTALIinchANAK_DIAMOND_4-12_1.jpg,(COD)_LARISA_PASHMINAinchTALIinchANAK_DIAMOND_4-12_2.jpg,(COD)_LARISA_PASHMINAinchTALIinchANAK_DIAMOND_4-12_3.jpg,(COD)_LARISA_PASHMINAinchTALIinchANAK_DIAMOND_4-12_4.jpg,(COD)_LARISA_PASHMINAinchTALIinchANAK_DIAMOND_4-12_5.jpg,(COD)_LARISA_PASHMINAinchTALIinchANAK_DIAMOND_4-12_6.jpg,(COD)_LARISA_PASHMINAinchTALIinchANAK_DIAMOND_4-12_7.jpg"
